Expected Arrival Date;Effective Arrival Date;Starting Airport;Airline;Flight number;Flight status;ExpectedDelay;Arrival Date Delta [minutes]
21.05.18 07:15;21.05.18 06:24;Beijing;AIR CHINA;CA861;ARRIVED;;-51
21.05.18 07:15;21.05.18 07:04;Doha;QATAR AIRWAYS;QR101;ARRIVED;;-11
21.05.18 07:35;21.05.18 07:44;Brussels;BRUSSELS AIRLINES;SN2711;ARRIVED;;9
21.05.18 07:40;;Washington;UNITED AIRLINES;UA974;CANCELLED;;
21.05.18 07:45;21.05.18 07:22;Newark;UNITED AIRLINES;UA956;ARRIVED;;-23
21.05.18 07:45;21.05.18 07:28;Abu Dhabi;ETIHAD AIRWAYS;EY051;ARRIVED;;-17
21.05.18 07:50;21.05.18 07:42;Palma Mallorca;EASYJET;EZY1514;ARRIVED;;-8
21.05.18 08:00;21.05.18 07:44;Nice;EASYJET;EZY1378;ARRIVED;;-16
21.05.18 08:15;21.05.18 08:05;Barcelona;EASYJET;EZY1404;ARRIVED;;-10
21.05.18 08:20;21.05.18 07:56;Chisinau;AIR MOLDOVA;9U451;ARRIVED;;-24
21.05.18 08:20;21.05.18 08:21;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1925;ARRIVED;;1
21.05.18 08:20;21.05.18 08:23;Paris CDG;AIR FRANCE;AF1542;ARRIVED;;3
21.05.18 08:25;21.05.18 08:12;Zurich;SWISS;LX2802;ARRIVED;;-13
21.05.18 08:30;21.05.18 08:35;Frankfurt;LUFTHANSA;LH1212;ARRIVED;;5
21.05.18 08:45;21.05.18 08:43;Vienna;AUSTRIAN;OS571;ARRIVED;;-2
21.05.18 08:50;21.05.18 08:32;Berlin SXF;EASYJET;EZY1590;ARRIVED;;-18
21.05.18 08:50;21.05.18 08:46;Barcelona;VUELING;VY6207;ARRIVED;;-4
21.05.18 08:55;21.05.18 08:39;Amsterdam;EASYJET;EZY1354;ARRIVED;;-16
21.05.18 08:55;21.05.18 08:48;Munich;LUFTHANSA;LH2382;ARRIVED;;-7
21.05.18 09:05;21.05.18 08:52;Paris ORY;EASYJET;EZS1398;ARRIVED;;-13
21.05.18 09:10;21.05.18 08:48;London LGW;EASYJET;EZY8462;ARRIVED;;-22
21.05.18 09:15;21.05.18 08:54;New York;SWISS;LX023;ARRIVED;;-21
21.05.18 09:20;21.05.18 09:18;London LHR;BRITISH AIRWAYS;BA724;ARRIVED;;-2
21.05.18 09:25;21.05.18 09:17;Brussels;EASYJET;EZS1534;ARRIVED;;-8
21.05.18 09:35;21.05.18 09:22;Ajaccio;EASYJET;EZS1306;ARRIVED;;-13
21.05.18 09:35;21.05.18 09:26;London LHR;SWISS;LX359;ARRIVED;;-9
21.05.18 09:40;21.05.18 09:32;Paris CDG;AIR FRANCE;AF1642;ARRIVED;;-8
21.05.18 09:40;21.05.18 09:37;Porto;EASYJET;EZY1452;ARRIVED;;-3
21.05.18 09:45;21.05.18 09:42;Warsaw;LOT POLISH AIRLINES;LO417;ARRIVED;;-3
21.05.18 09:50;21.05.18 09:35;London LCY;BRITISH AIRWAYS;BA2281;ARRIVED;;-15
21.05.18 10:05;21.05.18 09:56;Barcelona;EASYJET;EZS1402;ARRIVED;;-9
21.05.18 10:05;21.05.18 09:59;Frankfurt;LUFTHANSA;LH1214;ARRIVED;;-6
21.05.18 10:15;21.05.18 10:22;London LTN;EASYJET;EZY2051;ARRIVED;;7
21.05.18 10:20;21.05.18 10:06;Zurich;SWISS;LX2804;ARRIVED;;-14
21.05.18 10:20;21.05.18 10:10;Rome FCO;EASYJET;EZS1344;ARRIVED;;-10
21.05.18 10:25;21.05.18 10:16;Copenhagen;SAS SCANDINAVIAN AIRLINES;SK613;ARRIVED;;-9
21.05.18 10:30;21.05.18 10:30;Athens;AEGEAN AIRLINES;A3854;ARRIVED;;0
21.05.18 10:35;21.05.18 10:26;Istanbul IST;TURKISH AIRLINES;TK1917;ARRIVED;;-9
21.05.18 10:35;21.05.18 10:31;Brussels;BRUSSELS AIRLINES;SN2713;ARRIVED;;-4
21.05.18 10:35;21.05.18 10:37;Beirut;MEA MIDDLE EAST AIRLINES;ME213;ARRIVED;;2
21.05.18 10:45;21.05.18 10:49;London LGW;EASYJET;EZS8464;ARRIVED;;4
21.05.18 10:55;21.05.18 10:53;Rome FCO;ALITALIA;AZ576;ARRIVED;;-2
21.05.18 10:55;21.05.18 11:32;Catania;EASYJET;EZS1562;ARRIVED;;37
21.05.18 11:00;21.05.18 10:57;London LHR;BRITISH AIRWAYS;BA726;ARRIVED;;-3
21.05.18 11:10;21.05.18 10:55;Alicante;EASYJET;EZS1426;ARRIVED;;-15
21.05.18 11:10;21.05.18 11:01;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1927;ARRIVED;;-9
21.05.18 11:10;21.05.18 11:11;Paris CDG;AIR FRANCE;AF1842;ARRIVED;;1
21.05.18 11:15;21.05.18 11:45;London LCY;SWISS;LX443;ARRIVED;;30
21.05.18 11:25;21.05.18 11:22;Madrid;SWISS;LX2043;ARRIVED;;-3
21.05.18 11:30;21.05.18 11:21;Madrid;IBERIA;IB3480;ARRIVED;;-9
21.05.18 11:30;21.05.18 11:32;London LHR;SWISS;LX353;ARRIVED;;2
21.05.18 11:35;21.05.18 11:18;Paris ORY;EASYJET;EZY1396;ARRIVED;;-17
21.05.18 11:35;21.05.18 11:24;Palerme;EASYJET;EZS1576;ARRIVED;;-11
21.05.18 11:35;21.05.18 11:27;Pristina;EASYJET;EZS1484;ARRIVED;;-8
21.05.18 11:40;21.05.18 11:18;Moscow SVO;AEROFLOT;SU2380;ARRIVED;;-22
21.05.18 11:40;21.05.18 11:39;Prague;SWISS;LX1473;ARRIVED;;-1
21.05.18 11:40;21.05.18 11:58;Porto;EASYJET;EZS1454;ARRIVED;;18
21.05.18 11:50;21.05.18 11:36;Stockholm;SAS SCANDINAVIAN AIRLINES;SK2615;ARRIVED;;-14
21.05.18 11:50;21.05.18 11:50;Faro;EASYJET;EZS1462;ARRIVED;;0
21.05.18 11:50;21.05.18 12:00;Lisbon;EASYJET;EZS1444;ARRIVED;;10
21.05.18 11:50;21.05.18 12:12;Lisbon;TAP PORTUGAL;TP952;ARRIVED;;22
21.05.18 12:05;21.05.18 11:53;Tunis;TUNISAIR;TU700;ARRIVED;;-12
21.05.18 12:05;21.05.18 12:03;Dublin;SWISS;LX411;ARRIVED;;-2
21.05.18 12:10;21.05.18 12:05;Luxembourg;LUXAIR;LG8365;ARRIVED;;-5
21.05.18 12:10;21.05.18 12:08;London LHR;BRITISH AIRWAYS;BA728;ARRIVED;;-2
21.05.18 12:15;21.05.18 11:48;Naples;EASYJET;EZY1554;ARRIVED;;-27
21.05.18 12:15;21.05.18 12:14;Paris CDG;AIR FRANCE;AF1742;ARRIVED;;-1
21.05.18 12:25;21.05.18 12:21;Oslo;SAS SCANDINAVIAN AIRLINES;SK4631;ARRIVED;;-4
21.05.18 12:35;21.05.18 13:16;Bordeaux;EASYJET;EZY1372;ARRIVED;;41
21.05.18 12:45;21.05.18 12:41;Kiev;UKRAINE INTERNATIONAL;PS485;ARRIVED;;-4
21.05.18 12:55;21.05.18 13:13;Porto;TAP PORTUGAL;TP938;ARRIVED;;18
21.05.18 13:10;21.05.18 13:09;Zurich;SWISS;LX2824;ARRIVED;;-1
21.05.18 13:15;21.05.18 13:01;Dubai;EMIRATES;EK089;ARRIVED;;-14
21.05.18 13:15;21.05.18 13:07;Nantes;EASYJET;EZS1364;ARRIVED;;-8
21.05.18 13:20;21.05.18 13:28;Frankfurt;LUFTHANSA;LH1216;ARRIVED;;8
21.05.18 13:35;21.05.18 13:34;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1929;ARRIVED;;-1
21.05.18 13:40;21.05.18 17:25;Manchester;EASYJET;EZY1949;ARRIVED;;225
21.05.18 13:50;21.05.18 13:58;Paris CDG;AIR FRANCE;AF1442;ARRIVED;;8
21.05.18 13:55;21.05.18 13:52;Istanbul IST;TURKISH AIRLINES;TK1921;ARRIVED;;-3
21.05.18 13:55;21.05.18 13:55;Nice;EASYJET;EZS1380;ARRIVED;;0
21.05.18 14:00;21.05.18 13:51;Bucharest;WIZZ AIR;W63087;ARRIVED;;-9
21.05.18 14:00;21.05.18 13:59;Edinburgh;EASYJET;EZY6905;ARRIVED;;-1
21.05.18 14:00;21.05.18 14:13;Zurich;SWISS;LX2806;ARRIVED;;13
21.05.18 14:10;21.05.18 13:48;Kuwait;KUWAIT AIRWAYS;KU161;ARRIVED;;-22
21.05.18 14:15;21.05.18 14:16;Frankfurt;LUFTHANSA;LH1218;ARRIVED;;1
21.05.18 14:20;21.05.18 14:09;Budapest;EASYJET;EZS1334;ARRIVED;;-11
21.05.18 14:20;21.05.18 14:28;Barcelona;EASYJET;EZS1412;ARRIVED;;8
21.05.18 14:25;21.05.18 14:27;Madrid;IBERIA;IB3490;ARRIVED;;2
21.05.18 14:30;21.05.18 14:18;London LHR;BRITISH AIRWAYS;BA730;ARRIVED;;-12
21.05.18 14:30;21.05.18 14:37;London LGW;EASYJET;EZS8466;ARRIVED;;7
21.05.18 14:40;21.05.18 14:32;Jeddah;SAUDIA;SV237;ARRIVED;;-8
21.05.18 14:45;21.05.18 14:22;Pise;EASYJET;EZS1564;ARRIVED;;-23
21.05.18 14:45;21.05.18 14:52;Algiers;AIR ALGERIE;AH2046;ARRIVED;;7
21.05.18 14:50;21.05.18 15:10;Olbia;EASYJET;EZS1502;ARRIVED;;20
21.05.18 14:55;21.05.18 15:00;Malaga;EASYJET;EZS1432;ARRIVED;;5
21.05.18 15:05;21.05.18 15:06;Marrakech;SWISS;LX2201;ARRIVED;;1
21.05.18 15:25;21.05.18 15:13;Rome FCO;VUELING;VY6944;ARRIVED;;-12
21.05.18 15:30;21.05.18 15:23;Porto;EASYJET;EZY1456;ARRIVED;;-7
21.05.18 15:30;21.05.18 15:23;Sofia;WIZZ AIR;W64319;ARRIVED;;-7
21.05.18 15:55;21.05.18 15:56;Dusseldorf;EUROWINGS;EW9746;ARRIVED;;1
21.05.18 15:55;21.05.18 15:59;Dublin;AER LINGUS;EI684;ARRIVED;;4
21.05.18 16:05;21.05.18 16:20;Munich;LUFTHANSA;LH2386;ARRIVED;;15
21.05.18 16:10;21.05.18 16:06;Liverpool;EASYJET;EZY7283;ARRIVED;;-4
21.05.18 16:15;21.05.18 16:13;Paris CDG;AIR FRANCE;AF1142;ARRIVED;;-2
21.05.18 16:15;21.05.18 17:12;London LGW;EASYJET;EZY8474;ARRIVED;;57
21.05.18 16:20;21.05.18 16:20;London LTN;EASYJET;EZY2061;ARRIVED;;0
21.05.18 16:20;21.05.18 16:26;Casablanca;ROYAL AIR MAROC;AT930;ARRIVED;;6
21.05.18 16:25;21.05.18 16:36;Barcelona;EASYJET;EZY1406;ARRIVED;;11
21.05.18 16:30;21.05.18 16:48;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1931;ARRIVED;;18
21.05.18 16:30;21.05.18 16:48;Brussels;BRUSSELS AIRLINES;SN2719;ARRIVED;;18
21.05.18 16:40;21.05.18 16:50;Tel Aviv;EASYJET;EZS1526;ARRIVED;;10
21.05.18 16:45;21.05.18 16:37;London LHR;BRITISH AIRWAYS;BA732;ARRIVED;;-8
21.05.18 16:50;21.05.18 17:03;Vienna;AUSTRIAN;OS581;ARRIVED;;13
21.05.18 16:50;21.05.18 17:03;Luxembourg;LUXAIR;LG8363;ARRIVED;;13
21.05.18 16:55;21.05.18 16:55;London LCY;SWISS;LX435;ARRIVED;;0
21.05.18 16:55;21.05.18 16:58;Lisbon;EASYJET;EZY1448;ARRIVED;;3
21.05.18 17:00;21.05.18 17:15;London LHR;SWISS;LX355;ARRIVED;;15
21.05.18 17:05;21.05.18 17:09;Toulouse;EASYJET;EZY1474;ARRIVED;;4
21.05.18 17:05;21.05.18 18:34;Palma Mallorca;EASYJET;EZY1516;ARRIVED;;89
21.05.18 17:10;21.05.18 17:20;Frankfurt;LUFTHANSA;LH1222;ARRIVED;;10
21.05.18 17:10;21.05.18 17:24;Rome FCO;ALITALIA;AZ578;ARRIVED;;14
21.05.18 17:15;21.05.18 17:10;Paris CDG;AIR FRANCE;AF1342;ARRIVED;;-5
21.05.18 17:15;21.05.18 17:30;Santiago C;EASYJET;EZS1338;ARRIVED;;15
21.05.18 17:25;21.05.18 17:53;Ibiza;EASYJET;EZS1520;ARRIVED;;28
21.05.18 17:30;21.05.18 17:30;Istanbul IST;TURKISH AIRLINES;TK1919;ARRIVED;;0
21.05.18 17:30;21.05.18 17:47;Porto;SWISS;LX2079;ARRIVED;;17
21.05.18 17:30;21.05.18 18:18;Lisbon;TAP PORTUGAL;TP948;ARRIVED;;48
21.05.18 17:45;21.05.18 17:39;Munich;EASYJET;EZS1314;ARRIVED;;-6
21.05.18 17:45;21.05.18 17:54;Zurich;SWISS;LX2808;ARRIVED;;9
21.05.18 17:45;21.05.18 18:12;Barcelona;VUELING;VY6201;ARRIVED;;27
21.05.18 17:45;21.05.18 18:25;Vienna;EASYJET;EZS1486;ARRIVED;;40
21.05.18 17:50;21.05.18 17:50;Lille;EASYJET;EZS1472;ARRIVED;;0
21.05.18 17:55;21.05.18 18:02;London LHR;BRITISH AIRWAYS;BA734;ARRIVED;;7
21.05.18 17:55;21.05.18 18:04;Nice;EASYJET;EZS1390;ARRIVED;;9
21.05.18 17:55;21.05.18 18:21;Lisbon;SWISS;LX2093;ARRIVED;;26
21.05.18 18:00;21.05.18 18:08;Hamburg;EASYJET;EZS1458;ARRIVED;;8
21.05.18 18:00;21.05.18 18:49;Frankfurt;LUFTHANSA;LH1224;ARRIVED;;49
21.05.18 18:10;21.05.18 18:35;Brussels;BRUSSELS AIRLINES;SN2721;ARRIVED;;25
21.05.18 18:10;21.05.18 18:46;Helsinki;FINNAIR;AY1533;ARRIVED;;36
21.05.18 18:15;21.05.18 18:06;Moscow DME;SWISS;LX1337;ARRIVED;;-9
21.05.18 18:15;21.05.18 18:42;Stockholm;EASYJET;EZS1574;ARRIVED;;27
21.05.18 18:25;21.05.18 18:43;Athens;SWISS;LX1823;ARRIVED;;18
21.05.18 18:35;21.05.18 18:51;Zurich;SWISS;LX2810;ARRIVED;;16
21.05.18 18:35;21.05.18 21:41;Brussels;EASYJET;EZS1536;ARRIVED;;186
21.05.18 18:40;21.05.18 19:05;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1933;ARRIVED;;25
21.05.18 18:45;21.05.18 19:21;Frankfurt;LUFTHANSA;LH1226;ARRIVED;;36
21.05.18 18:50;21.05.18 19:02;Amsterdam;EASYJET;EZS1356;ARRIVED;;12
21.05.18 18:55;21.05.18 19:44;Warsaw;LOT POLISH AIRLINES;LO415;ARRIVED;;49
21.05.18 19:05;21.05.18 19:26;Paris ORY;EASYJET;EZS1394;ARRIVED;;21
21.05.18 19:20;21.05.18 19:42;Ljubljana;ADRIA AIRWAYS;JP378;ARRIVED;;22
21.05.18 19:20;21.05.18 19:52;Vienna;AUSTRIAN;OS575;ARRIVED;;32
21.05.18 19:20;21.05.18 20:11;Porto;TAP PORTUGAL;TP942;ARRIVED;;51
21.05.18 19:30;21.05.18 19:48;Madrid;IBERIA;IB3486;ARRIVED;;18
21.05.18 19:35;21.05.18 20:11;London LGW;EASYJET;EZS8478;ARRIVED;;36
21.05.18 19:35;21.05.18 20:18;Munich;LUFTHANSA;LH2388;ARRIVED;;43
21.05.18 19:35;21.05.18 20:37;Copenhagen;SAS SCANDINAVIAN AIRLINES;SK617;ARRIVED;;62
21.05.18 19:40;;Dusseldorf;EUROWINGS;EW9748;CANCELLED;;
21.05.18 19:40;21.05.18 19:38;Paris CDG;AIR FRANCE;AF1042;ARRIVED;;-2
21.05.18 19:50;21.05.18 19:37;Dubai;EMIRATES;EK083;ARRIVED;;-13
21.05.18 19:55;21.05.18 19:59;London LHR;SWISS;LX349;ARRIVED;;4
21.05.18 20:15;21.05.18 20:33;London LCY;BRITISH AIRWAYS;BA2287;ARRIVED;;18
21.05.18 20:20;21.05.18 20:31;Berlin SXF;EASYJET;EZY1596;ARRIVED;;11
21.05.18 20:35;21.05.18 20:39;London LHR;BRITISH AIRWAYS;BA736;ARRIVED;;4
21.05.18 20:35;21.05.18 22:10;Brussels;EASYJET;EZY1538;ARRIVED;;95
21.05.18 20:35;21.05.18 22:50;Brussels;BRUSSELS AIRLINES;SN2723;ARRIVED;;135
21.05.18 20:40;21.05.18 20:24;Moscow SVO;AEROFLOT;SU2382;ARRIVED;;-16
21.05.18 20:45;21.05.18 20:51;Bristol;EASYJET;EZY6157;ARRIVED;;6
21.05.18 20:45;21.05.18 20:56;Venice;EASYJET;EZY3325;ARRIVED;;11
21.05.18 20:50;21.05.18 21:04;Luxembourg;LUXAIR;LG8367;ARRIVED;;14
21.05.18 20:55;21.05.18 21:00;Birmingham;EASYJET;EZY1492;ARRIVED;;5
21.05.18 21:00;21.05.18 21:54;Porto;EASYJET;EZY1460;ARRIVED;;54
21.05.18 21:00;21.05.18 22:28;Manchester;EASYJET;EZY1953;ARRIVED;;88
21.05.18 21:05;21.05.18 21:29;London LGW;EASYJET;EZY8480;ARRIVED;;24
21.05.18 21:35;21.05.18 21:38;Istanbul IST;TURKISH AIRLINES;TK1329;ARRIVED;;3
21.05.18 21:35;21.05.18 21:45;Zurich;SWISS;LX2816;ARRIVED;;10
21.05.18 21:45;21.05.18 21:50;London LCY;SWISS;LX447;ARRIVED;;5
21.05.18 21:50;21.05.18 21:57;Vienna;AUSTRIAN;OS577;ARRIVED;;7
21.05.18 21:55;22.05.18 00:02;Brussels;BRUSSELS AIRLINES;SN2725;ARRIVED;;127
21.05.18 21:55;21.05.18 22:10;Paris CDG;AIR FRANCE;AF1242;ARRIVED;;15
21.05.18 21:55;21.05.18 22:15;Nice;SWISS;LX529;ARRIVED;;20
21.05.18 22:00;21.05.18 21:56;London LHR;SWISS;LX357;ARRIVED;;-4
21.05.18 22:05;21.05.18 22:14;Amsterdam;EASYJET;EZS1360;ARRIVED;;9
21.05.18 22:05;21.05.18 22:14;Frankfurt;LUFTHANSA;LH1228;ARRIVED;;9
21.05.18 22:05;21.05.18 22:22;Madrid;IBERIA;IB3482;ARRIVED;;17
21.05.18 22:10;21.05.18 22:21;Paris ORY;EASYJET;EZS1392;ARRIVED;;11
21.05.18 22:15;21.05.18 22:30;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1937;ARRIVED;;15
21.05.18 22:15;21.05.18 22:42;Nantes;EASYJET;EZS1366;ARRIVED;;27
21.05.18 22:25;21.05.18 22:27;London LHR;BRITISH AIRWAYS;BA738;ARRIVED;;2
21.05.18 22:30;21.05.18 22:40;Rome FCO;EASYJET;EZS1346;ARRIVED;;10
21.05.18 22:30;21.05.18 23:11;Barcelona;EASYJET;EZS1410;ARRIVED;;41
21.05.18 22:35;21.05.18 23:41;Madrid;EASYJET;EZS1418;ARRIVED;;66
21.05.18 22:40;21.05.18 23:03;Brindisi;EASYJET;EZS1546;ARRIVED;;23
21.05.18 22:40;21.05.18 23:52;Malaga;EASYJET;EZS1436;ARRIVED;;72
21.05.18 22:45;21.05.18 22:56;Nice;EASYJET;EZS1388;ARRIVED;;11
21.05.18 22:45;21.05.18 23:20;Barcelona;SWISS;LX1947;ARRIVED;;35
21.05.18 22:45;21.05.18 23:49;Bordeaux;EASYJET;EZS1376;ARRIVED;;64
21.05.18 22:50;21.05.18 23:22;London LGW;EASYJET;EZS8482;ARRIVED;;32
21.05.18 22:55;21.05.18 22:41;Belgrade;EASYJET;EZS1438;ARRIVED;;-14
21.05.18 22:55;21.05.18 23:26;Madrid;SWISS;LX2049;ARRIVED;;31
21.05.18 22:55;21.05.18 23:34;Copenhagen;EASYJET;EZS1470;ARRIVED;;39
21.05.18 23:00;21.05.18 22:35;Rome FCO;ALITALIA;AZ568;ARRIVED;;-25
21.05.18 23:00;21.05.18 22:50;Santorini;EASYJET;EZS1480;ARRIVED;;-10
21.05.18 23:20;21.05.18 23:44;Valencia;SWISS;LX2131;ARRIVED;;24
21.05.18 23:25;21.05.18 23:37;Zurich;SWISS;LX2818;ARRIVED;;12
21.05.18 23:45;21.05.18 23:57;Lisbon;TAP PORTUGAL;TP946;ARRIVED;;12
22.05.18 07:35;22.05.18 08:04;Brussels;BRUSSELS AIRLINES;SN2711;ARRIVED;;29
22.05.18 07:40;22.05.18 07:25;Washington;UNITED AIRLINES;UA974;ARRIVED;;-15
22.05.18 07:45;22.05.18 07:44;Newark;UNITED AIRLINES;UA956;ARRIVED;;-1
22.05.18 07:45;22.05.18 08:07;Luxembourg;LUXAIR;LG8361;ARRIVED;;22
22.05.18 07:50;22.05.18 07:41;Palma Mallorca;EASYJET;EZY1514;ARRIVED;;-9
22.05.18 08:00;22.05.18 07:47;Nice;EASYJET;EZY1378;ARRIVED;;-13
22.05.18 08:15;22.05.18 08:36;Barcelona;EASYJET;EZY1404;ARRIVED;;21
22.05.18 08:20;22.05.18 08:11;Paris CDG;AIR FRANCE;AF1542;ARRIVED;;-9
22.05.18 08:20;22.05.18 08:22;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1925;ARRIVED;;2
22.05.18 08:25;22.05.18 08:07;Naples;EASYJET;EZY1554;ARRIVED;;-18
22.05.18 08:25;22.05.18 08:15;Zurich;SWISS;LX2802;ARRIVED;;-10
22.05.18 08:30;22.05.18 08:29;Frankfurt;LUFTHANSA;LH1212;ARRIVED;;-1
22.05.18 08:40;22.05.18 08:51;Dusseldorf;EUROWINGS;EW9742;ARRIVED;;11
22.05.18 08:45;22.05.18 08:48;Vienna;AUSTRIAN;OS571;ARRIVED;;3
22.05.18 08:50;22.05.18 09:24;Barcelona;VUELING;VY6207;ARRIVED;;34
22.05.18 08:55;22.05.18 08:58;Munich;LUFTHANSA;LH2382;ARRIVED;;3
22.05.18 09:05;22.05.18 08:57;Paris ORY;EASYJET;EZS1398;ARRIVED;;-8
22.05.18 09:15;22.05.18 09:00;New York;SWISS;LX023;ARRIVED;;-15
22.05.18 09:20;22.05.18 09:15;London LHR;BRITISH AIRWAYS;BA724;ARRIVED;;-5
22.05.18 09:25;22.05.18 09:20;Brussels;EASYJET;EZS1534;ARRIVED;;-5
22.05.18 09:35;22.05.18 09:49;London LHR;SWISS;LX359;ARRIVED;;14
22.05.18 09:40;22.05.18 10:14;Paris CDG;AIR FRANCE;AF1642;ARRIVED;;34
22.05.18 09:40;22.05.18 10:38;Porto;EASYJET;EZY1452;ARRIVED;;58
22.05.18 09:45;22.05.18 09:34;Tel Aviv;EL AL;LY345;ARRIVED;;-11
22.05.18 09:45;22.05.18 09:47;Warsaw;LOT POLISH AIRLINES;LO417;ARRIVED;;2
22.05.18 09:50;22.05.18 09:44;London LCY;BRITISH AIRWAYS;BA2281;ARRIVED;;-6
22.05.18 10:05;22.05.18 09:47;Toronto;AIR CANADA;AC834;ARRIVED;;-18
22.05.18 10:05;22.05.18 10:10;Frankfurt;LUFTHANSA;LH1214;ARRIVED;;5
22.05.18 10:05;22.05.18 10:41;Olbia;EASYJET;EZS1502;ARRIVED;;36
22.05.18 10:10;22.05.18 10:05;Helsinki;FINNAIR;AY1531;ARRIVED;;-5
22.05.18 10:10;22.05.18 10:51;Cagliari;EASYJET;EZS1508;ARRIVED;;41
22.05.18 10:20;22.05.18 10:07;London LTN;EASYJET;EZY2051;ARRIVED;;-13
22.05.18 10:20;22.05.18 10:18;Zurich;SWISS;LX2804;ARRIVED;;-2
22.05.18 10:25;22.05.18 10:20;Vienna;EASYJET;EZS1486;ARRIVED;;-5
22.05.18 10:25;22.05.18 10:23;Copenhagen;SAS SCANDINAVIAN AIRLINES;SK613;ARRIVED;;-2
22.05.18 10:30;22.05.18 10:16;Athens;AEGEAN AIRLINES;A3854;ARRIVED;;-14
22.05.18 10:35;22.05.18 10:31;Brussels;BRUSSELS AIRLINES;SN2713;ARRIVED;;-4
22.05.18 10:35;22.05.18 10:35;Istanbul IST;TURKISH AIRLINES;TK1917;ARRIVED;;0
22.05.18 10:45;22.05.18 12:18;London LGW;EASYJET;EZS8464;ARRIVED;;93
22.05.18 10:55;22.05.18 10:43;Rome FCO;ALITALIA;AZ576;ARRIVED;;-12
22.05.18 10:55;22.05.18 11:16;Lisbon;EASYJET;EZY1442;ARRIVED;;21
22.05.18 11:00;22.05.18 11:15;London LHR;BRITISH AIRWAYS;BA726;ARRIVED;;15
22.05.18 11:10;22.05.18 10:45;Berlin SXF;EASYJET;EZS1592;ARRIVED;;-25
22.05.18 11:10;22.05.18 11:11;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1927;ARRIVED;;1
22.05.18 11:10;22.05.18 11:28;Paris CDG;AIR FRANCE;AF1842;ARRIVED;;18
22.05.18 11:10;22.05.18 12:22;Alicante;EASYJET;EZS1426;ARRIVED;;72
22.05.18 11:15;22.05.18 11:01;London LCY;SWISS;LX443;ARRIVED;;-14
22.05.18 11:25;22.05.18 11:49;Madrid;SWISS;LX2043;ARRIVED;;24
22.05.18 11:30;22.05.18 11:57;London LHR;SWISS;LX353;ARRIVED;;27
22.05.18 11:30;22.05.18 12:05;Madrid;IBERIA;IB3480;ARRIVED;;35
22.05.18 11:35;22.05.18 11:19;Pristina;EASYJET;EZS1484;ARRIVED;;-16
22.05.18 11:35;22.05.18 11:34;Malta;EASYJET;EZS1496;ARRIVED;;-1
22.05.18 11:35;22.05.18 13:15;Paris ORY;EASYJET;EZY1396;ARRIVED;;100
22.05.18 11:40;22.05.18 11:37;Moscow SVO;AEROFLOT;SU2380;ARRIVED;;-3
22.05.18 11:50;22.05.18 13:18;Lisbon;TAP PORTUGAL;TP952;ARRIVED;;88
22.05.18 12:10;;London LHR;BRITISH AIRWAYS;BA728;CANCELLED;;
22.05.18 12:15;22.05.18 12:11;Paris CDG;AIR FRANCE;AF1742;ARRIVED;;-4
22.05.18 12:30;22.05.18 12:49;Munich;LUFTHANSA;LH2384;ARRIVED;;19
22.05.18 12:45;22.05.18 12:34;Mykonos;EASYJET;EZS1578;ARRIVED;;-11
22.05.18 12:45;22.05.18 12:57;Kiev;UKRAINE INTERNATIONAL;PS485;ARRIVED;;12
22.05.18 12:55;22.05.18 13:36;Porto;TAP PORTUGAL;TP938;ARRIVED;;41
22.05.18 13:00;22.05.18 13:04;Reykjavik;ICELANDAIR;FI564;ARRIVED;;4
22.05.18 13:00;22.05.18 13:52;Marrakech;EASYJET;EZS1312;ARRIVED;;52
22.05.18 13:10;22.05.18 13:02;Zurich;SWISS;LX2824;ARRIVED;;-8
22.05.18 13:15;22.05.18 13:12;Dubai;EMIRATES;EK089;ARRIVED;;-3
22.05.18 13:15;22.05.18 14:54;Nantes;EASYJET;EZS1364;ARRIVED;;99
22.05.18 13:20;;Frankfurt;LUFTHANSA;LH1216;CANCELLED;;
22.05.18 13:30;22.05.18 13:23;Doha;QATAR AIRWAYS;QR099;ARRIVED;;-7
22.05.18 13:35;22.05.18 14:16;Amsterdam;KLM ROYAL DUTCH AIRLINES;KL1929;ARRIVED;;41
22.05.18 13:40;22.05.18 17:46;Manchester;EASYJET;EZY1949;ARRIVED;;246
22.05.18 13:50;22.05.18 14:01;Paris CDG;AIR FRANCE;AF1442;ARRIVED;;11
22.05.18 14:00;22.05.18 13:55;Zurich;SWISS;LX2806;ARRIVED;;-5
22.05.18 14:00;22.05.18 14:03;Edinburgh;EASYJET;EZY6905;ARRIVED;;3
22.05.18 14:00;22.05.18 14:10;Cairo;EGYPTAIR;MS771;ARRIVED;;10
22.05.18 14:05;22.05.18 14:00;Istanbul SAW;PEGASUS;PC953;ARRIVED;;-5
22.05.18 14:15;22.05.18 14:17;Lille;EASYJET;EZS1472;ARRIVED;;2
